Tweet,Cooking/Baking Event,Edible or not,Output Quality,Tweet_id
So halb ist das Wahr. Zu 60% geht der Feuermelder an wen er Kocht xD Essen auch immer halb verbrannt #CookingFail,no,NA,NA,505782987120975873
"Oh, I get it. If you cut corners on a recipe out of laziness, it sucks. #domesticmanhattan #cookingfail",no,NA,NA,504376226702962690
Also vorhin dacht ich heut bahnt sich mein erster #cookingfail Aber vielleicht kann man es ja doch essen,no,NA,NA,504210044985307136
"Me rindo, es más fácil ir a magnolia bakery #cookingfail",no,NA,NA,503313745297563648
9 lang daw players ng lasallesalle? Ows? Bilang ko 12! #cookingfail,no,NA,NA,500951009267421185
There really is no clean or tidy way to eat tacos...I even googled it mid-meal #SalsaEverywhere #CookingFail #WifeInTraining #PilesOfWashing,no,NA,NA,476444147529056256
Terletak gula instead of garam time nk goreng ikan..  #cookingfail,no,NA,NA,498696023540121601
"Mon fondant au chocolat est resté collé au plat, ma compote de bananes est trop liquide. La cuisine ne veut pas de moi. #cookingfail",no,NA,NA,495976464953913344
@country__grl @BarbaraAngelo1 @stkhlder3 @leannrimes right?! She's as much of a cook as she is a mom. #cookingfail #stepmomfail,no,NA,NA,472809324415565824
Thank goodness you have a nice ass. RT @JDBowsher: I could burn water. #cookingfail,no,NA,NA,493531987597332481
There will be a serious video fail coming up soon! #BoilingBad #cookingfail #HowNotTo,no,NA,NA,469935554122219520
" bc of the novela, i forgot about the arroz #fml #cookingfail",no,NA,NA,466720431987523584
No one can make a pork butt sound appealing... #cookingfail,no,NA,NA,488816032019013632
Une boîte de 6 œufs pour réussir un œuf poché. #normal #fail #cuisine #cookingfail,no,NA,NA,485491471941120002
What part of I CAN'T do you all not understand?! #cookingfail,no,NA,NA,464171257475248128
@thomasfleming_ Thomas!!!! Get a lovely lady over there to help you!! #cookingfail,no,NA,NA,457341052362317824
Where on earth do you get orange blossom water from?! #cookingfail,no,NA,NA,457640735740026880
"@KatieClift Not so good? The first time I tried to make pancakes alone (as an adult), they turned into a big gloopy mess #cookingfail",no,NA,NA,441430470492844032
Commencer à faire une carbonara et se rendre compte qu'on a plus de crème fraîche. #cookingfail. Le ndem.,no,NA,NA,464116061965922304
Eating crumpets and watching master chef #cookingfail,no,NA,NA,454236293409820672
Never listening to my mother again!! #cookingfail,no,NA,NA,435000849879035904
Would you like some noodle with your noodle dish?? #cookingfail,no,NA,NA,433411962119397376
Aww man. Los platanos no estaban maduros. Ughh #cookingfail,no,NA,NA,430860633475514368
@sushimustwrite Congrats! I was not so wise about freshly sauteed green beans today. #CookingFail,no,NA,NA,453661363530125313
Every time I try to make on omelette it just turns in to me making scrambled eggs....... #cookingfail,no,NA,NA,422797424998879232
.@Sara_InTheCity @ChristaSowerby sadly it did #cookingfail,no,NA,NA,398299768025145344
Productive morning. Just tested the smoke alarm. And then ran around trying to turn it off. #cookingfail,no,NA,NA,409298467417522176
@100Climbs #cookingfail haha. That's exactly what I just said to the missus too. It looked rank.,no,NA,NA,397469830259171328
#cookingfail oczywiscie zapomnialem dodac bakalii do piernika :( no coz najwyzej posypie.,no,NA,NA,414814638996746240
Walang lasa yung linuto ko  #cookingfail,no,NA,NA,412517892890980353
With every failure there is an opportunity for growth...#cookingfail,no,NA,NA,389920452216229888
"Silly moment of the day: asking a vegan friend if he has made a dish that's primarily eggs. Sorry about that, @JDashin! #cookingfail #whoops",yes,no,NA,512418574452137984
I nearly started a fire in my kitchen. I'm crying because I was so excited for lasagna. #CookingFail,yes,no,NA,512068060019449856
When cutting onions and peppers for fajitas don't touch your eyes #cookingfail,yes,no,NA,512044046693310464
@SallyPresto yeh I'm gonna pop them in oven for 10mins to heat through with my jacket spud! Bit boring tho! #CookingFail,yes,no,NA,511583948481519619
"@TodaysDietitian Just had a huge #cookingfail trying to make the GF lasagna noodles from scratch, sent husband to store for boxed ones :)",yes,no,NA,511248284690972672
I'm glad I only cook for myself when I decide the experiment with good #unilife #cookingfail #wastenotwantnot,yes,no,NA,511184951933693952
@davidlebovitz #idiotcake #loser forgot to cover it with alfoil before baking #cookingfail,yes,no,NA,511031542252986369
I have 336 recipes pinned on @Pinterest and I've only made two of them #cookingfail #Pinterest #takeout #learntocook,yes,no,NA,510526947026538496
Why is it more difficult to hard boil eggs than to make coconut milk from scratch? #cookingfail,yes,no,NA,510504869560864768
I always forget that making rice is a science... #cookingfail,yes,no,NA,509866140555030530
Decided to cheat on my healthy eating diet and bake cookies...that I actually broiled for 10 min. Oy. #cookingfail #divineinterventionmaybe,yes,no,NA,509865821754359808
Note to self: be sure the black pepper has lid on it before dumping in the food you are making. #cookingfail,yes,no,NA,509781447017000960
I'm never cooking ever again in my life. That'll be my wife's job. #CookingFail #Done #IQuit,yes,no,NA,509745502137491457
OMG! Sorry @RealBenLang but I forgot to add spices to the chili! Hope it's not too late! #CookingFail,yes,no,NA,509093928407429120
First #kitchenfail in a long time. Glad I only used 1/2 lb of my ground turkey in those meatballs. #foodfail #cookingfail #turkey #meatballs,yes,no,NA,509045116972310528
Me and pancakes...nope. They always burn. Little hockey puck bastards. #cookingfail,yes,no,NA,508615209867829248
I don't think the base is cooking... If I order a pizza in do you reckon my brother would notice? #cookingfail,yes,no,NA,508296555657715712
One day @ViNull is going to quit allowing me to try to make rice in the rice cooker. Because I fail. Every. Single. Time. #sigh #cookingfail,yes,no,NA,508032916455448576
It turns out only adding half the milk needed for a sauce turns it into a burnt jelly.  #cookingfail,yes,no,NA,507975011517628419
A riddle for the day: What is the solution to a terrible home cooked meal attempt?? A BIG GLASS OF WINE #WineIsAlwaysTheAnswer #CookingFail,yes,no,NA,507589336754552832
Tried to make kale chips but they turned out soggy. Resorted to twizzlers. It's the thought that counts right??? #healthyliving #cookingfail,yes,no,NA,507329657575079936
So I'm cooking these red beans wondering why they are not boiling after 5 minutes and turns out I turned on the wrong burner. #CookingFail,yes,no,NA,507302152721940480
"OUCH!!! RT @EatLikeULoveU: Used chilli, touched eyebrow, now eyebrow is on fire. #CookingFail",yes,no,NA,507246121845268481
"I have some beef that needs slow cooking, but no tomato puree, chopped tomatos or red wine... Recipe ideas please! #cookingfail",yes,no,NA,507176421048221696
Guy next to me smelt like burnt cheese on toast. #grim #cleaningfail #cookingfail,yes,no,NA,506708919239344128
"I think I am going to ALWAYS start boiled eggs in cold water, thankyouverymuch.  #cookingfail",yes,no,NA,506549665030885376
Don't think I could be any worse at cooking Thai food. #cookingfail,yes,no,NA,506528453836152832
"When cooking dinner, must remember to turn the grill on #cookingfail",yes,no,NA,506499846279528449
Trust me to buy the lamb shoulder that is too big for my slow cooker. #cookingfail,yes,no,NA,505882582228025345
I have decided that rucola is not very good for making pesto. I just don't like it that much. #cookingfail,yes,no,NA,505782702692651008
How do I not have Italian seasoning?!?!? #cookingfail,yes,no,NA,505564652986585088
All I wanted was a brownie and I made them and they burnt  #cookingfail,yes,no,NA,505425252294594560
So flames really do make a whooshing sound when they erupt from your stovetop.... #fail #cookingfail #notjustinthemovies #RealLifeStruggles,yes,no,NA,505078846644043776
Adding sauce to chicken only to realise you forgot to cook the chicken with onion first. Damn it. #cookingfail,yes,no,NA,505058275914973185
"The #twitterverse made me burn my roasted almonds. Well, that's my line. #fail #cookingfail",yes,no,NA,504582663978483713
Accidentally added salt instead of sugar to my apple crumble.  The most revolting thing I've ever tasted.  #cookingfail,yes,no,NA,504341693576273921
Stir fry is going to be ready only 5 minutes before the start of #AskAlanna.... #badtiming #cookingfail #ishouldntbeallowedinakitchen,yes,no,NA,504317786173472769
Sushi takeout for dinner! #ilovetakeout #cookingfail #Foodiechats #vegetarian #glutenfree,yes,no,NA,481583319092453376
"I can #cook chicken piccata shrimp etouffe, but the moment I try to make me a turkey burger I set off every alarm #cookingfail",yes,no,NA,481517476522373120
Does the 5 second rule apply to food dropped in the sink? #cookingfail,yes,no,NA,504024448115437569
"Everyone drops raw chicken on the floor on the floor when they're trying to cook, right? #whydoibother #cookingfail",yes,no,NA,481242945358553088
Tried to make myself dinner #cookingfail,yes,no,NA,503744199636705280
"Poached egg: 1, Alana: 0 #cookingfail #notshowingaphoto",yes,no,NA,503576367225896960
Why are cans of cooking spray always so greasy??? Am I doing it wrong? #cookingfail,yes,no,NA,481225752688721920
Never preheat an oven when you have dough rising in a plastic bowl in said oven.  #cookingfail #luckyididntburnthehousedown,yes,no,NA,503370595221127168
Somehow I've put chilli powder in the corner of my eye socket and it is PAINFUL   #burn #chillipowder #cookingfail,yes,no,NA,481163307265835009
Somehow managed to burn myself whilst using oven mitts #cookingfail,yes,no,NA,481151672102961153
grabbed a jar with what I thought was caster sugar to put in whipped cream- baking soda isn't the same thing... #cookingfail,yes,no,NA,503012449260675072
Anyone know where the garlic is? #Cooking for @deborahjjohnson ... #CookingFail,yes,no,NA,481108729669386241
Recipe calls for evaporated milk.. I used sweet and condensed milk  maybe no one will notice? Here's to being hopeful  #cookingfail,yes,no,NA,502964463285579777
"Aaaaaaand after all that, the custard was totally under done and not really edible. \o/ #cookingfail",yes,no,NA,480884208836313088
"Why do I always tell myself that ""stir constantly while boiling"" is optional??!! #lumpsgalore #cookingfail",yes,no,NA,502123051039735808
Turned the grill off and the oven up. I know how uncooked homemade burgers and burnt chips #cookingfail,yes,no,NA,480429354024198144
If you roast chickpeas they become bullets. #cookingfail,yes,no,NA,501808373399289856
That moment when you set water on the stove to boil and turn on the wrong burner and walk away. #cookingfail,yes,no,NA,479720162090696705
Noooo! Just dropped all the udon noodles into the sink as I was draining them. They then slowly slide down the garbage disposal.#cookingfail,yes,no,NA,479346857831706624
Got burn marks allover!:-/ #cookingfail,yes,no,NA,500896585945853952
About the 3rd time i've tried to use my grill and can I eck get both sides working! Should of used the griddle!! #cookingfail,yes,no,NA,479304091810938880
Note to self too many whole black pepper corns can ruin a dish. #cookingfail,yes,no,NA,500622036524613632
I really hope flour and corn starch are like the same things. And I can make this recipe without a 1/2 tsp of ginger... #cookingfail,yes,no,NA,479040297469759488
burnt my rice #cookingfail,yes,no,NA,478956908624490498
OUCH! Chilli burn on my eyelid = no fun :( #feelingtheburn #cookingfail,yes,no,NA,478583742915940352
Lmao Mandy just sent me a snap of her zucchini pizza in her over... It was on fire  #FAIL #cookingfail,yes,no,NA,500404910513324034
"Ugh, I hate it when I get 3/4 of the way through a recipe &amp; realize I'm missing a key ingredient. Glad walgreens is next door! #CookingFail",yes,no,NA,477909020401876992
@AndiBell7 @PJAndrews6 now that's just cruel. I had a mushroom omelette. #CookingFail,yes,no,NA,500385136723374082
"I think I just messed up brownies.  How does one do that?  
#cookingfail",yes,no,NA,477630730521300992
Hand in the air as sliced a big sliver of thumb off  copying @jamesmartinchef slicing corn on the cob #cookingfail  #dinnerruined,yes,no,NA,499983273310035968
Anyone know how to get the smell of burnt popcorn out of my house?  #CookingFail,yes,no,NA,499701722273439744
"@JDCortez_14 except that is olive oil, not vinegar. #cookingfail",yes,no,NA,477269764037808128
Hold on. Are they actually cooking banana in brown sugar on Masterchef? Really? #celebritymasterchef #cookingfail,yes,no,NA,477174010724487168
Chilli powder instead of cinnamon #cookingfail ...again!,yes,no,NA,477135050270855168
"@DawnHardwick As a pose to my AWFUL microwave meal curry that was so bad I binned it and heated up a Ginsters slice instead.
#cookingfail ",yes,no,NA,499625400444928000
Only I could go to university for 4 years and still be able to burn pasta #studentproblems #cookingfail,yes,no,NA,476770797022089216
#lasttweet No tacos tonight. #CookingFail,yes,no,NA,499315003099709441
What happens when a cooked chicken cannonballs into a pot of hot liquid? What? What makes you think I would know the answer? #cookingfail,yes,no,NA,476370300981243904
"Well, nothing like trying to cut the end of your finger off while cutting onions.  Best way to end the day, no? #cookingfail #ouch",yes,no,NA,476128997836062722
Im 20 years old and I still can't cook... just set the fire alarms off. #cookingfail,yes,no,NA,475785227567374336
Garden peas and snow peas are NOT the same. #cookingfail,yes,no,NA,498552266211999745
Action cooking. We nearly blew up the kitchen today and now everything is #SmokingBad #cookingfail,yes,no,NA,475632545816924160
Wish I could cook like #rachaelray instead of somehow always impaling myself with a knife while chopping... #cookingfail #ouch,yes,no,NA,498211124400369666
It is a surreal thing to look outside and realize that you are watching smoke billowing out of your own windows. #cookingfail,yes,no,NA,475450606963159040
"Good job Amy... Had a roast ready to Putin the crockpot, only to realize I left my crockpot at work. #cookingfail",yes,no,NA,498171886954487810
Note to self - don't use gravy granules as a substitute to stock cubes when making pasta sauce #cookingfail,yes,no,NA,496768843512299521
Banana pudding=bad. Safe to say my cooking skills have no improced with age. #southerfried #julia #cookingfail #norachelray,yes,no,NA,496470956844392448
How did burning the fuck out of my hand get on my to do list for today? #ouch #cookingfail,yes,no,NA,474686692507402241
That moment when the meal you've spent too long preparing turns out just... Shmeh. #cookingfail,yes,no,NA,496451646906712064
I just added 1/3 cup of salt to my cherry delight. Good thing I tasted it before I served it #cookingfail,yes,no,NA,474368148117155840
"I just need to accept that when a recipe says it's ""stupid easy"" I'm going to feel bad about myself. #cookingfail",yes,no,NA,496420738081894401
Currently involved in an intense game of find the bay leave #cookingfail #bayleave #cooking,yes,no,NA,496344004167208961
"Run for your lives, for we are cooking again! #BoilingBad #cookingfail",yes,no,NA,474230120283377666
Demmet luis how can you eat your burnt hotdogs! #cookingfail,yes,no,NA,495700081157226497
@lilycoker_ Uh oh. What did you burn this time?? #cookingfail,yes,no,NA,473927449667833856
Digging red peppers seeds out from under my top #cookingfail,yes,no,NA,495648546763202560
When you make pancakes why is the first one always a dud? #cookingfail,yes,no,NA,495375652682350592
"Whoops. Vital ingredient missing from the cupboard and chilli already on. Bye bye hubby, off to the shops you pop! #CookingFail",yes,no,NA,495260502550151168
Duh moment: I'm waiting for the electric skillet to heat up... I'm waiting and waiting only to realize I forgot to plug it in. #cookingfail,yes,no,NA,473214803667075072
Just managed to get chili powder in my eye. #ouch #cookingfail #ouch,yes,no,NA,473159442675269634
I've been cooking for 33 yrs and wearing glasses for 35. Why can't I ever remember that they will fog up when I open the oven. #cookingfail,yes,no,NA,494626717370421248
@Food52 Looking for a dinner idea? Can you suggest something not scary to a novice cook? #cookingfail #takeoutonspeeddial,yes,no,NA,472827997788323840
It's been 20 years since I last cooked Toad In The Hole and I've obviously lost the knack #cookingfail,yes,no,NA,494540562150993921
"First the quinoa burns.  Then, the almond milk literally exploded out of the pan.  Guess I'm eating cereal for breakfast... #cookingfail",yes,no,NA,494522104096624640
Spent all day cooking a new recipe...then slow cooker died a few hrs early! RIP gourmet dreams. #cookingfail,yes,no,NA,494344421127622656
First time using quinoa. Disaster ended up in bin #cookingfail,yes,no,NA,471630809846530048
@SDSUfail Good thing I'm going to be a doctor and not a culinary chef. #cookingfail,yes,no,NA,494312268809523204
I dislike when I am cooking and turn on the wrong burner and it takes a good 10 min for me to realize.... #cookingfail,yes,no,NA,471455425213132800
"If a recipe warns that if you don't follow the directions the milk will curdle, believe it. #cookingfail",yes,no,NA,471410083012677633
I somehow thought I could cook 38DDD chicken breasts like a B-cup. #fail #cookingfail,yes,no,NA,471023895235932160
"Why is my water taking FOREVER to boil? Oh yeah, I turned on the wrong burner. #CookingFail #IHateElectricStoves",yes,no,NA,493553447526871040
Should we make a new section for the most extreme disasters? Or is all of our cooking action cooking anyways? #cookingfail #boilingbad,yes,no,NA,470968381085323266
There is a reason I don’t cook very often.  I can’t even scramble eggs without leaving out a step.  #cookingfail,yes,no,NA,470927741463044096
I could burn water. #cookingfail,yes,no,NA,493531773260025856
"Burning your last grilled cheese sandwich is called variety, right? #cookingfail #grilledcheese #iamamanchild",yes,no,NA,470333227912421378
"Ok seriously, with the amount I stir-fry you'd think I wouldn't run out of soy sauce ever.  Nope. #ugh #cookingfail",yes,no,NA,493530022876315648
"Some people can burn microwavable popcorn, others (myself included) can create fire!

#CookingFail",yes,no,NA,493393015952920576
I just obliterated the porridge I was trying to make. #CookingFail #GoldilocksWantsItJustRight,yes,no,NA,469562126063771649
I thought I'd try to prepare and cook a lobster for the first time tonight. Don't ask how it's going #cookingfail,yes,no,NA,492743889766592512
Apparently you can't use rice milk to make pudding. 24 hours later it's still liquid :/ #cookingfail,yes,no,NA,469237159711752192
I just burnt the carpet off lmao  #cookingfail,yes,no,NA,492404438619803649
Zested a lemon today!!! ...and my thumb #whoops #cookingfail,yes,no,NA,468886545752412162
Kay cut herself on a knife and Jay stabbed herself with a fork. That's the true @BoilingBad style! #cookingfail,yes,no,NA,492252682405814272
Mistaking balsamic vinegar for soya sauce #cookingfail,yes,no,NA,468873849057345536
I really don't think Nutella twists should be such a deep black #oops #cookingfail #startagain,yes,no,NA,492170282178605058
One #Nutella disaster is coming up. It will probably make you go #facepalm all the way. #boilingbad #cookingfail,yes,no,NA,468542283802234880
Welcome to Cooking Tragedies with Dre. Today we learn how to cut off part of our finger while making mash. #travelwoes #cookingfail #ow,yes,no,NA,492053306634932224
You know it's been a long day when you pour lime cordial over your sweet potato instead of olive oil.....#cookingfail #tired #needwine,yes,no,NA,491678355889348608
I was ready to make lentil soup...except to find out I don't have any lentils on hand!  #cookingfail,yes,no,NA,468199376809390081
How did I just get bolognese sauce on my sock? #CookingFail,yes,no,NA,491249457397522432
Note to self... When cutting red peppers do not rub your eyes! OUCH! #cookingfail #Duh,yes,no,NA,468123507877236737
Two things I can not cook no matter how hard I try: rice and grilled cheese! Not together. #nosense #cookingfail,yes,no,NA,467470490576359424
"Baking Brownies,  oven broken,  Brownies ruined #cookingfail #brownies #buythemnexttime",yes,no,NA,491186081073995777
"Seriously, what is the key to making homemade burgers stick together?! #cookingfail",yes,no,NA,467403405426974721
@BoilingBad rule number 3: Always have fun while cooking! #cookingfail,yes,no,NA,466905648572416001
I thought I could make fried pickles. I was wrong. Lesson? Satisfy cravings in a restaurant. #cookingfail #LessonLearned,yes,no,NA,490610106577731584
now my dinner is ruin .. too salty .. haihh #cookingfail,yes,no,NA,466898365226037248
A list of long updates is coming up in several hours. #boilingbad #cookingfail,yes,no,NA,466756332767682561
I cant cook oatmeal... Am i really Carol Hart's daughter? #cookingfail,yes,no,NA,490509722039373824
My house smells like burnt mushrooms #cookingfail,yes,no,NA,490325054907875330
I love when the power goes out just as you're getting ready to cook dinner. #blackout #cookingfail,yes,no,NA,466709546300624897
AHHHH IT BURNS!!!! Pepper in the eye!! One of these days I'll learn! #cookingfail,yes,no,NA,489925781645049856
So my 8 salmon fishcakes are how one mega fishcakes  hopefully it will still taste good #cookingfail #fitfam #90daysssplan,yes,no,NA,489709667283910656
Just burnt my hand with hot oil  #ouch #cookingfail,yes,no,NA,466392902923730944
"It's 9:15 pm, I'm mid-way through a recipe and am missing two ingredients.  #CookingFail #Bedtime",yes,no,NA,489578340622557184
That time I microwaved an almost hard-boiled egg (after de-shelling it) and it exploded in my face :( #kitchennightmares #cookingfail,yes,no,NA,466315312137523200
I feel like ovens conspire against me to burn pizzas  im not paranoid...how else do u explain it?!  #cookingfail,yes,no,NA,489466253367853056
I want a baked potato. Now. Problem? I don't know how to make one. Gotta love middle of the night cravings. #PregnancyCravings #cookingfail,yes,no,NA,466155422110744576
"So, thing won't cook if you put them on the wrong burner. #cookingfail",yes,no,NA,465980916007854081
Why is asparagus only edible when @mrsnim_ktown makes it #notgood #cookingfail,yes,no,NA,465952101613719552
@cassass_9 I can't tell if these potatoes are supposed to be mashed or not? #cookingfail,yes,no,NA,488835737349935104
You know what doesn't taste good? Burnt sweet potato chips. Here's hoping my roasted cauliflower turns out correctly! #cookingfail #oops,yes,no,NA,465622744378257408
Accidentally poured hot cooking oil on my hand. #cookingfail #IWasOnlyHungry,yes,no,NA,488738943806889985
Got oil on my shirt. #cookingfail,yes,no,NA,487028224967204864
Note to self. .don't touch a hot stove burner and try to adjust it after u turn it on!! #stupidmoment #cookingfail #OUCH!!,yes,no,NA,486997712013766657
So Adobo pork is not slathering pork in Adobo spice. Suggestions for what to do with pre-seasoned boneless ribs? #cookingFAIL,yes,no,NA,486970873165799424
Well just about burned the house down. #cookingfail,yes,no,NA,486952426373533696
Next #csa pick up from @harvestastoria today! Hope I do a better job using it up this time... #cookingfail #toomuchtakeout,yes,no,NA,486905235609497600
I'm so bad at cooking that I literally forgot a pizza in the oven and completely burnt it.  #Fail #CookingFail,yes,no,NA,486724491314069504
The water runs out every. freaking. time I boil carrots. #cookingfail #willieverlearn,yes,no,NA,486623862910496768
Accidently burned chai #cookingfail,yes,no,NA,486422966956089345
"That moment when your cooking, and you add waayyyyy to much salt #salty #realsalty #cookingfail #thatsonme",yes,no,NA,486340087698169856
Note to self: always check for all ingredients before planning a multi-dish dinner. #cookingfail,yes,no,NA,486298955400364034
"Correction. I am a grown up, 22 year old women, who cannot cook rice. #cookingfail",yes,no,NA,486201046470254592
Drip pan? What's a drip pan #cookingfail #geasycounter #ooops,yes,no,NA,485942861917982720
Mom passed out in the middle of making hardboil eggs. #eggplosion  #nothowiwantedtospendmynight #cookingfail #nightmare #smokehouse #smelly,yes,no,NA,485272738173431808
Cut up jalapenos and then scratched my nose. #cookingfail #pain #wontstop #help #sospicy,yes,no,NA,485259455353733121
I can't believe I burned my food in the microwave WHO DOES THAT?! #CookingFail,yes,no,NA,484993428531314689
That moment when you ruin something you were really excited about cooking... #cookingfail #imgettingicecream,yes,no,NA,484844531368464384
“@housewifeswag: I turned on my crock pot but forgot to plug it in. #2sick2function” I do that every time I use mine #cookingfail,yes,no,NA,484795187609092096
Anyone have a contact who can fix an integrated fan oven? #cookingfail #appliance #oven #repairs,yes,no,NA,484656129314938880
My brother just cooked a cucumber thinking it was a courgette  #cookingfail,yes,no,NA,484410134740078592
"Well @COCOonTHERADIO my attempt at making an omlette in a zip loc bag didn't ""pan out"" so to speak. #CookingFail",yes,no,NA,484131250500665345
"Word of advice: wear gloves when chopping jalapeño peppers, or your hands will be on fire! #cookingfail",yes,no,NA,483810306637180928
Okay so next time I will cook the radicchio before I eat it. The worst tasting thing ever!!!! #radicchio #bitter #ruined #cookingfail,yes,no,NA,483773004510666752
The terror that comes from seeing flames outside of your grill #cookingfail,yes,no,NA,483737308026245120
"Action cooking: #BoilingBad style stuffed peppers with rice, meat and veggies #cookingfail",yes,no,NA,483562830336385024
"So um, I thought the base the frozen pizza came on was oven safe. It was plastic. #cookingfail",yes,no,NA,483533960853479424
"Potato box: ""Cover and simmer about 15 min, stirring frequently."" If this becomes a #cookingfail, I blame #poorinstructions. #getittogether",yes,no,NA,483406332142571520
Some things I just shouldn't try to make from scratch...like empanada dough #cookingfail,yes,no,NA,483397278145986560
I just set pasta on fire. I didn't even know that was possible #cookingfail,yes,no,NA,483305307167543296
"We managed not to kill our guest last night! But another one will be coming this evening, so we still have the chance to do it! #cookingfail",yes,no,NA,483157610997493760
Cinnamon sugar made with salt does not go down well #cookingfail,yes,no,NA,483055660871843841
Put brownies in the oven and THEN remember I need to Pam the pan. #cookingfail,yes,no,NA,482590698361729024
... in the upcoming post on our blog. Stay tuned for a disastrous dish of epic proportions! #BoilingBad #cookingfail,yes,no,NA,482365594344644608
Oh no I think I just burnt chocolate when trying to melt it.... It's all black now :-0 #cookingfail,yes,no,NA,457241381816532992
"""@dustindudley: Cooking lesson learned. Thought I had the stovetop on med-high. Actually had it barely on. #cookingfail"" Simmer down now!",yes,no,NA,439606375040053248
When you keep turning your oven on but forget you store things in it... #CookingFail,yes,no,NA,431832932223692800
"I knew this day would come, when I was doing too much. I burned taco shells. They're coming to revoke my Texan card. #cookingfail",yes,no,NA,441390832545845249
I over cooked dinner and the house still smells like burning. #cookingfail,yes,no,NA,448298107840004096
#cookingfail Managed to throw three eggs on the floor in a freak ommlette accident this evening *oops*,yes,no,NA,446049304642596864
Conference call + cooking lamb = entire supper in bin. #cookingfail #eatingatyre #pizzadelivery #fuckthediet,yes,no,NA,456883754842480640
Buys 10lb bag of potatoes to save money....finds out entire bag is bad.   #cookingfail #produceproblems,yes,no,NA,431526012761825280
Nooot making quinoa again. #CookingFail,yes,no,NA,433423142141591553
Thinking of making an omelette but if that fails then it's scrambled eggs :L #cookingfail,yes,no,NA,452160824699019264
I added some dried seaweed to my scrambled eggs for health. Never again. #nope #cookingfail #myexperimentsnevergowell,yes,no,NA,461875006289371137
AND burnt the garlic. #cookingFAIL #momwouldbeso[not]proud,yes,no,NA,428748723619786752
"@jawsworth has cooked pop corn, sadly he has burnt it and it smells unpleasant, he is sat next to me  too lol #cookingfail",yes,no,NA,428997751536619520
BTW I was heating bread. #cookingfail #needacook #kitchenismydungeon,yes,no,NA,450816697457332224
Note to self...read cooking instructions before starting to cook! Only the 2 hours of simmering!!!! Need to make a starter now. #CookingFail,yes,no,NA,427136029326581761
