"Morgan tries to bake cookies, they all stick together. Morgan tries to make brownies, they don't cook long enough #bakingfail #nomrsdegree",yes,no,NA
Well I just made cupcakes that tasted exactly like cornbread. #BakingFail,yes,yes,alt
I can confirm that welsh cakes do not taste good when you forget to put the sugar in #bakingfail,yes,no,NA
Baking is usually my therapy but tonight cutout cookies and color flow icing defeated me. #bakingfail I'll stick to cupcakes I guess.,yes,no,NA
@sarahbumblebeez these have been my #bakingfail for ages so I'm chuffed to have conquered  them x,yes,no,NA
HELP!!! @Clock_workLemon is it possible to sub frozen blueberries for fresh ones? I always think you can and then... #conundrum #bakingfail,yes,no,NA
8 lbs of freshly picked blueberries called for some baking. My mom spitting out her 1st bite was disheartening. #toohealthy #bakingfail,yes,no,NA
Making baking powder biscuits with baking soda STILL doesn't work. I should know better by now... #bakingfail,yes,no,NA
Not a good idea to bake without my glasses. #bakingfail,no,no,partial
just spent 3 hours in the kitchen...still haven't produced a workable dessert/ snack. #BakingFail,yes,no,NA
"Mid-mixing, I realize I don't have enough cocoa powder for my cake mix. To the Kroger! @alirenee07  #bakingprobs #bakingfail",yes,no,NA
Oops Berger Ave is filled with smoke #bakingfail,yes,no,NA
"The moment when you go to bake the biscuits and there's no baking parchment in the cupboard..........that.
#bakingfail #baking",yes,no,NA
Messed up the pastry on the bakewell tart. #bakingfail,yes,no,NA
@dr_halcyon Banana bread is tough.. once.. I baked a banana bread for 3 hours.................... It was still raw inside #bakingfail,yes,no,NA
Not to choux was the answer silly éclairs not working again. Arggh why won't  éclairs work for me sob sob #bakingfail,yes,no,NA
Should have drained the apricots #bakingfail,yes,no,NA
I just realized I made a batch of brownies. And forgot the sugar.  Whoops. #bakingfail,yes,no,NA
"Have made worst brownies ever, wish I'd filmed the process, a masterclass in how not to make them. #disgustingbrownsludge #bakingfail",yes,no,NA
Just had a failed attempt to bake a sponge cake. Urgh #bakingfail #preparingforjbirthday,yes,no,NA
How can someone who likes baking so much have run out of plain flour?!!! #bakingfail,yes,no,NA
"No matter how easy the recipe, our family will always find a way to screw it up somehow. #BakingFail",yes,no,NA
@TwitSchtef Started making scones as wasn't satisfied with apricots. Got halfway thru and realised had run out of sugar.... #bakingfail,yes,no,NA
Valuable lesson learnt tonight. Banana pancakes are not easy to flip #bakingfail,yes,yes,partial
"Cut my hand on the dough scraper, possibly the most middle class thing I've said. #firstworldproblems #bakerproblems #bakingfail",yes,no,NA
Not sure how I screw up a scone recipe I've made 100 times... #bakingfail,yes,no,NA
I just tried to burn my house down with flaming marshmallows. Thankfully crisis was averted #bakingfail,yes,no,NA
I just cut myself on caramelized pecans... #bakingfail #howdididothatagain,yes,no,NA
We'll so much for that  #bakingfail #notanaltitudeproblem,yes,no,NA
Oops forgot to order butter...hope the cake still tastes nice without the full recommended amount!  #bakingfail,yes,yes,partial
@libbsummers @BritishBakeOff #bakingfail,yes,no,NA
... I need to practice making cookies. #bakingfail,yes,no,NA
#gbbo another year that I have failed to improve my baking skills #bakingfail,no,NA,NA
"when the box says you can make 12 cupcakes, but there's enough batter to barely make 10 :/// #rude #WhyDoYouHateMe #bakingfail",yes,yes,partial
I've made caramel sauce like ten billion times but I can't seem to get soft caramel candies down. #frustration #bakingfail #sticktocupcakes,yes,yes,partial
"#bakingfail soaked my fruit too long = soggy raw bake! One very disappointment hubs, who had been stood by oven waiting patiently",yes,no,NA
"When you mix up baking powder and baking soda, it makes banana bars instead of banana bread #bakingfail",yes,yes,alt
Dancing around to music has resulted in the choc chip cookies being a wee bit over done! Didn't hear the timer!Lol #bakingfail,yes,yes,partial
Baking fail today: mushy cookies! Back to the drawing board! #bakingfail,yes,yes,partial
Over-cooked the flapjacks :( #bakingfail,yes,yes,partial
@webber_karen @AxonnMedia Update: It's still stuck... #bakingfail,yes,no,alt
"So I made Calvin heart-shaped bacon/cinnamon rolls this morning, but the cinnamon rolls ended up looking like boobs...  #bakingfail ",yes,yes,partial
I’ve lived in Denver 7 years now. I still forget to do the high altitude recipes. #bakingfail,yes,no,partial
@jEsSiCaAnN2072 and I are about to set my house on fire. #BakingFail,yes,no,NA
Black-heart-cheesecake for this Valentine. #gosong #hiks #bakingfail (with Benardo),yes,no,NA
"""I'm not going to tell you that it's your best cookie, but it's a good cookie! We'll, it's a cookie."" - @DDirecto #bakingfail",yes,yes,partial
ya my latest batch was not instagram worth :P #bakingfail :(,yes,yes,partial
Damn you French macaroons! #bakingfail,yes,no,NA
"You should probably look up ""coloring almond bark"" before you do it because I just tossed $4 worth of a seized up mess #bakingfail #beerme",yes,no,alt
Pretty sure that buttercream icing isn't supposed to resemble lumpy porridge #bakingfail,yes,yes,partial
Burning baked goods is soooo much worse than burning dinner. #bakingfail,yes,no,NA
"Made a batch of remarkably crappy biscuits! Happy Valentines husband, enjoy! #bakingfail #imnomaryberry",yes,no,NA
Have you ever tried making macarons from scratch? Hardest thing ever! #bakingfail #frenchmacarons,yes,yes,CD
@Pillsbury Blueberry muffins with NO blueberries? How can this be? When did everything turn artificial?? #BakingFail,yes,no,NA
I haven't made this type of pie before and I have no clue if it's done. Ahhh #bakingfail,yes,no,NA
My oven door just fell off. Might have to call the landlord for this one. #Bakingfail,yes,no,NA
Noooo cake disaster! Collapso-rama!! #bakingfail #devastating,yes,no,NA
@muffandteacake @netmums thanks! Round 2 commences tomorrow! #notgonnaletthisbeatme #bakingfail,yes,no,NA
My pear and cinnamon scones need more pear and more cinnamon #bakingfail,yes,yes,partial
First sourdough loaf an absolute disaster - it was an inch tall. :s #bakingfail,yes,no,NA
All set to make the icing to frost my cookies. Guess what I have none of in my pantry? Powdered sugar. #BakingFail,yes,yes,partial
That awkward moment when you realize you put cayenne in your raspberry pie instead of cinnamon. #bakingfail #stilltastesdelicious,yes,yes,partial
Dilemma.....Is it worth going out in the snow to buy brown sugar so I can make monkey bread? #bakingfail,yes,no,NA
We're struggling with this cheesecake business... And by we I mean Emily. #WhatAPayne #BakingFail,yes,no,NA
"Oh, why's my bread dough not rising? Because you forgot to put the yeast in, dumbass. #bakingfail",yes,no,NA
My mint chip cookies aren't as green as I wanted and they are sort of flat #bakingfail,yes,yes,partial
"Forgot baking parchment. So far, not so good! #bakingfail",yes,yes,CD
"Can't make cookies to save my life but apparently give me a cookie recipe, and I'll make it a cake! #bakingfail",yes,no,NA
Adding 1 1/2 cups milk instead of 1/2 cup milk = #bakingfail.,yes,no,NA
"Hate it when I try out a new cake recipe and it looks awesome, but tastes like sh*t #bakingfail #nosugar #nogluten #nodairy",yes,no,NA
My oven is possessed. I set it at 350º to bake cupcakes and in 10 minutes smelt burnt cupcakes and discovered it was over 450º. #bakingfail,yes,no,NA
Even seasoned bakers ruin recipes. #bakingfail #annoyed,yes,no,NA
@kelligoss @CaseyMDavid I can not make those lol they never turn out right for me  #bakingfail,yes,no,NA
"Here's a handy tip, if you want your butter to explode all over your microwave, put it in for 35 seconds #BakingFail #Miscalculation",yes,no,NA
"Last night's sourdough starter is looking decidedly not-started.  Doughy lump, yes. Starter, no. #bakingfail",yes,yes,partial
"Don't think I did anything wrong, texture is fine, just no taste. Bleh! #bakingfail #baking I'm going back to box mixes &gt;. &lt;",yes,yes,partial
"Well, @pinkladyapril and I both ate my #bakingfail with no apparent ill effects, so it can't have been that bad ;)",yes,yes,partial
"Need 130g of white chocolate, any offers? #bakingfail #readtheingredients",yes,no,NA
If this was #GBBO I'd have just been laughed out of the tent :( #bakingfail,yes,no,NA
Had to make a 2nd batch of cheesecake brownies because my dad dropped the Keurig lid on the first. #mydadisclumsy #bakingfail,yes,yes,perfect
"Never, ever rely on your memory when trying a new recipe for the 1st time. An extra 1/2 cup of flour can't hurt, right? #bakingfail",yes,no,NA
So frustrating when you follow a recipe step by step &  it just fails. Tonight was tortilla dough that turned out like gloop #bakingfail,yes,no,NA
@maudie43 @thatpebbles I did that the other day - soooooooooo frustrating... #bakingfail,yes,no,NA
We made a cake.. And took it out too early. And now the middle is sank. #bakingfail,yes,yes,partial
Bought creme eggs x6 to make brownies - day 1 &only 3 left. #bakingfail,yes,no,NA
#FML finish icing a cake and drop it on the floor #bakingfail,yes,no,NA
"The birthday cake fell. Still tastes good, but bread pudding was not the goal. One more try tomorrow. #bakingfail",yes,yes,alt
"Lychee Cake = smells lovely, taste like plain cake.

#baking #bakingfail #atleastitsedible",yes,yes,partial
"I made crumpets, not muffins.  #bakingfail #Imusuallygoodatthis #yummycrumpets",yes,yes,alt
"@Morrisons more than half the loaf has smiled at me today. As cheery as I am about this, it's pretty much useless #bakingfail",yes,yes,partial
The nicest thing about the wholemeal bread i ust made is the butter i put on it #bakingfail,yes,yes,partial
Apparently the brownies I made can double as Batman's armor or low speed projectiles. #bakingfail,yes,no,NA
I'm baking a new muffin recipe I developed using Splenda. Will it be a #bakingfail?  Stay tuned.,yes,no,NA
Forgot the cake was in the oven.. Whoops. Now to go buy a pretty non-burnt one from Mollie Stone's #bakingfail,yes,no,NA
That moment when you spend your morning making a new fancy cake... and then your spouse doesn't like it. #bakingfail #thetoddlerlovesit,yes,yes,perfect
"I really need to stick with what I'm good at. Cakes &amp; cupcakes, not pies (or cheesecakes). Delicious fruity muffins, not scones. #bakingfail",yes,no,NA
@foodandwine - no leavening in blondie recipe by @chefjosegarces - I added baking powder. Hope it comes out ok &  not a #BigGame #bakingfail,yes,no,NA
When you start making chocolate cupcakes and discover you're out of a critical ingredient. #dammit #bakingfail,yes,no,alt
Baking. Ate too much mixture. Gone to another plane a la #regularshow #bakingfail,yes,yes,perfect
"Arggghhh, never assume you have the most basic of ingredients when checking what you need to buy for baking-like sunflower oil! #bakingfail",yes,no,NA
My stevia and vanilla bottles look eerily alike -__- #bakingfail,yes,no,NA
Cinnamon rolls hate me I swear. #bakingfail,yes,no,NA
Just cracked an egg onto the floor...okay. xx #bakingfail,yes,no,NA
Well I'm never trying that recipe again #fail #bakingfail,yes,no,alt
Preparing for a surprise birthday cake fail super moist mix gets me every time. #bakingfail #surprise #superfail,yes,no,NA
"Note to self: when making cream cheese icing, remember to cream the cheese and marg together BEFORE adding the icing sugar #bakingfail",yes,no,NA
#bakingfail Banana bread tastes good...but I could have let the outside burn and it still wouldn't have been mushy on the inside. =\,yes,yes,partial
I tried baking annnnnddd it flopped....I am so neglected on twitter! FOLLOW ME?! #neglected #followme #lonely #bakingfail,yes,no,NA
"Ok, my fall from grace could not be more spectacular... Just left some dough to rise on the fire and inadvertently baked it! #bakingfail",yes,no,NA
"3 more reasons I don't cook... I bought fake butter, put flour in brownies which didn't need them &amp; actually put way too much!  #BakingFail",yes,no,NA
Got a bake-mix in a jar from a friend. Doesn't say what its makes... Only says to mix an egg and butter. Bake. #bakingfail,yes,no,NA
Never let men cook.. The oven will be on all night... #nicebabe #mencooking #bakingfail,yes,yes,perfect
I'm baking marble cake but I'm sure the result is gonna be anything but marble cake :/ #bakingfail,yes,no,NA
I'd rather a wet weekend in #Whitby there's nothing worse than wet sieve! #bakingfail #merengue misadventures need a pavlova prayer,yes,no,NA
Tried to make brownies tonight and it was an absolute disaster!! I don't understand what I did wrong either! I'm raging!! #FAIL #bakingfail,yes,no,NA
Just screwed up my bread dough... twice #bakingfail #notsodomesticgoddess,yes,no,NA
I just love cinnamon buns without the cinnamon haha love you @EmilinaTicknor #bakingfail,yes,yes,alt
just tried to surprise @runRJR with fresh baked biscuit for breakfast but I'm out of flour! boo :( #BakingFail,yes,no,NA
If you're trying to make butter cream icing in this heat...you're going to have a bad time #bakingfail,yes,no,NA
So its official. You cannot use microwave for baking... #bakingfail,yes,no,NA
Baking blueberry muffins.but I forgot the eggs.Those aren't important right? #bakingfail,yes,no,NA
"1"" difference in pan size matters when baking banana bread. Ugh! Its like a volcano in my oven. #sizematters #bakingfail #disappointed",yes,yes,partial
"Went to make banana bread only to discover I have 1 raw egg, 1 hard boiled.  CRAP! #bakingfail",yes,no,NA
Whole wheat flour and crepes don't mix well... #BakingFail,yes,no,NA
That moment when you pop it into the oven and realize you forgot an ingredient #bakingfail,yes,no,NA
Should've put butter with the cream cheese  #bakingfail,yes,no,NA
"I'm absolutely gutted they didn't work, everyone was looking forward to trying them. Urgh I hate failing at something  #bakingfail",yes,no,NA
Made buttercream icing with salted butter because it was all they had in the co-op - no. #bakingfail #gladididntputitonthecake #inedible,yes,no,NA
Just dropped an entire egg into my mixer #bakingfail #itsbeenalongweek,yes,no,partial
What doughy monster have I just created? #BakingFail,yes,no,NA
@PeacheyLDN favourite tweet ever! #bakingfail,no,NA,NA
"Attempted to make gluten-free sugar cookies, and they turned out to look/taste like mashed potato cookies. #bakingfail",yes,yes,alt
"Just had a phone call from my mum - thank you for the carrot cake, it was lovely. Thanks Mum but it was banana cake!  #BakingFail",yes,yes,partial
There's no point crying over spilt cake... #bakingfail,yes,no,NA
"Actually,  I say bakingfail but it was actually nowhere near an oven #bloodymicrowave #beststicktothedayjob #buycakesfromnowon",yes,no,NA
"Tried making a choc mug cake. Result - inedible brown rubbery crap in a coffee cup. Thanks for nothing, Internet.  #bakingfail",yes,no,NA
Trying some new #allergyfree #recipes and judging by the peek in the oven window-it's going to be a huge fail! #bakingfail,yes,no,NA
That time I added 80ml brandy to a brownie recipe that calls for 20ml :-/ oops... #accidentaldrunk #bakingfail,yes,yes,partial
"On the plus side, G was helping me, so I can just blame it on the three year old #bakingfail",yes,no,NA
That moment when you realize you forgot something in the recipe - halfway through baking it  #bakingfail,yes,no,NA
@UKWomensHealth made your raspberry flapjacks. Husband just discovered that little boy added salt when he was 'helping' me #bakingfail,yes,yes,partial
"Full batch of banana muffins, completely flat as pancakes :-( #bakingfail",yes,yes,partial
"@EdenPlantz Um, I was just doing the same, and, uh, I don't have the #bakingfail excuse.",yes,no,NA
Well my Mom can make banana bread cake better than me. Now what to do? #baking #bakingfail,yes,no,NA
I'M GOING TO BURN MY HOUSE DOWN! #bakingfail,yes,no,NA
My doughnuts may end up being flat.... #bakingfail,yes,no,NA
I was going to bake some cookies for my brother and his family today but I've forgot to buy eggs. And I've ran out of flour. #bakingfail,yes,no,NA
"Yesterday, I made cookies that even the dogs won't eat. In fact, one tried to bury it.  #bakingfail",yes,no,NA
"Attempting to make millionaires shirt bread, base to caramel ratio is way off... #bakingfail",yes,yes,partial
One of these days I am going to get Tart Tartin right. #bakingfail #backtothedrawingboard,yes,yes,alt
Tried to make chickpea blondes from @ChocCoveredKt and I seriously don't know what I did wrong but they tasted BLEH #bakingfail,yes,no,NA
"J'ai essayé à faire un gâteau mais je n'ai pas réussi.
I tried to make a cake but I did not succeed.
#frenchnewbie #learnfrench #bakingfail",yes,no,NA
"Upon the wise advice of @Mammals_Suck, non trunky elephant #bakingfail is rechristened a tapir. Cuz trunks come in all sizes and shapes.",no,NA,NA
Argh! I hate burnt cookies. #BakingFail,yes,no,NA
the sugar in my meringues is separating from the egg... #notmeanttohappen #bakingfail,yes,no,NA
"In the future, I'll be doing the purchasing of gluten free cookies, instead of making them. #bakingfail #lookedbad #tastedawful #whoopsies",yes,no,NA
You know your buttermilk scones have gone bad when.......they taste like cheese. #bakingfail #breakfastsadness,yes,no,NA
Birthdays always end in fire at the Beddow/Gordon household #bakingfail,yes,no,NA
Too much cloves in my cookies must have put 1tsp instead of 1/2. Then broke my large Pyrex bowl. #bakingfail #cranky,yes,yes,partial
"Didn't have stick butter so I used ""I Can't Believe It's Not Butter"" to substitute it..... Never. Again. #bakingfail ",yes,no,NA
@Davidcapener it's not like you made that yourself Dave #bakingfail,no,NA,NA
That awkward moment when you're making a cake and you suddenly realize ur following directions on the brownie mix box #bakingfail #wrongbox,yes,yes,partial
Procrasti-baking fail: It's always frustrating when the cookie dough tasted better than the finished cookies. #bakingfail #procrastination,yes,yes,CD
Making cupcakes is NOT easier that making a sheet cake. Messy and time consuming. #BakingFail,yes,yes,CD
Ive not added sugar to the banana bread. I would claim that I am being super healthy but I just forgot. #stepmumfail #bakingfail,yes,yes,partial
And next Saturday there's a cupcake fund-raiser for the kindergarten too. #stuffofnightmares #bakingfail,yes,no,NA
"What's the word, when right at the last ingredient when everything else is mixed, you realise you have run out of baking powder #bakingfail",yes,no,NA
@gracegoodall93 Oh no! That's a disaster. :( #bakingfail,yes,no,NA
Tried to melt chocolate for chcolate dipped bananas.  Made fudge instead. Win? #nailedit #bakingfail #fudge #suckitmarthastewart,yes,yes,alt
@annecupcake @FussFreeHelen I would agree. I used Stork for my miserable bake today and it has put me in a foul mood. #bakingfail,yes,no,NA
@AndreaTonesItUP they totally stuck to the pan #bakingfail but the crumbs didn't have a chance #delish,yes,yes,perfect
I am one terrible baker. #uglycake #bakingfail #birthdayruined,yes,no,NA
Under baked my shortbread #bakingfail,yes,no,NA
"In case you were wondering, it's not awesome to turn on your mixer without realizing it's on 10. #bakingfail",yes,no,NA
"When you want to google-image 'simple shark cake', but you accidentally type 'simple shart cake'. #imagecannotbeunseen #gross #bakingfail",yes,no,CD
Where's @CDsopinion when I need her? Forgot the baking powder in the #monkeymuffins #bakingfail #kidswilleatthemanyway,yes,no,NA
Word to the wise: Marshmallow fluff frosting + 2 hour car ride on sunny day do not mix. #smorescake #cakesoup #bakingfail #MothersDay,yes,yes,partial
..that moment when your hubby asks if you put enough sugar in the cupcakes and you realize you forgot to add any at all.. #bakingfail,yes,no,NA
"@subwayaustralia 9:30, breakfast at Westfield Carindale. Only breads available wholegrain and garlic Parmesan. #bakingfail #goodmorningnot",no,NA,NA
why to people put a hint of lemon in pastries? it totally ruins the taste. #bakingfail,yes,no,NA
Gluten free cookies taste like cardboard #bakingfail #glutenfree,yes,yes,partial
@slcitygirl Happy happy birthday!! Cheers to you. Hope you have a fabulous day. I should have baked you more cookies. #bakingfail,yes,yes,perfect
In conclusion...my 3 ingrediant microwave treats taste like 3 ingrediant microwave treats. #BakingFail,yes,yes,CD
Baking? Adding fruit to a #GMO Processed #Cake Mix - is NOT a #Healthy #Dessert! Geez. #BakingFail #Kids #SAD #Moms #EatWell,yes,yes,CD
Churros suck and I'm giving up :( #BakingFail,yes,no,NA
"Was going to bake a cake tonight, but I don't have any eggs. #bakingfail LOL!",yes,no,NA
"Made bread today, got flour in my eye, put eye drops in, made cake... In my eye. 
#bakingfail",yes,yes,CD
Made brownies. Forgot to put the sugar in them. Sad times. #BakingFail,yes,no,NA
So this afternoon tried to be awesome  bake a cake for you... I dislike cake. I was impatient... now half cake is stuck to tin. #bakingfail,yes,yes,partial
Arg! Just made the most vile tasting banana muffins! #frustrated#bakingfail,yes,no,NA
"Yummm dry brownies. Said no one, ever. #bakingfail I hope my cooking abilities come back after the baby is born.",yes,yes,partial
"""First impressions are the best impressions"" #unluckysoul #patheticday #bakingfail",no,NA,NA
I attempted to bake some muffins today that ended up somewhere in between muffin and cake.....a cakuffin if you will #bakingfail,yes,yes,alt
"Important lesson learned: when it says ""uses baking soda""...USE the baking soda. #BadnanaBread #BakingFail",yes,no,NA
@ashwinklebooth At least you didn't put the milk into a pan of melting chocolate. Remember that #bakingfail?,yes,no,NA
Hair smells like burnt sugar from my #bakingfail so...perfume. oops. Over-did it. Now I smell like the burnt sugar and flower vomit.,yes,no,NA
"I have successfully added that authentic campfire aroma to my s'mores dessert pizza.Also to my hair,clothes, house&amp;neighborhood. #bakingfail",yes,no,NA
@GlynisAstie @MichDzl Your cakes are amazing! I took a class and mine looked nothing like that. #bakingfail  #chicklitchat,yes,yes,partial
Why won't my ganache set???? #impatient #bakingfail,yes,no,NA
A definite case of the wrong sized ramekins #bakingfail #middleclassproblems,yes,no,NA
"Crumbly ANZAC biscuits are the best, right?? #BakingFail",yes,yes,partial
No amount of mini eggs can hide that the simnel cake is burnt. #bakingfail,yes,no,NA
I have every baking tool known to man(baker) but not it would seem an Easter cookie cutter #bakingfail,yes,no,NA
Maybe I should have waited till I did the baking to buy the mini kisses... #chocolateaddiction #bakingfail,yes,yes,partial
"I do never do this, but I f***ed up making boxed brownies. I used too much water. Seriously I can follow directions just fine. #bakingfail",yes,no,NA
"Hmmm...this cake looks a bit ""weird"" *turns around to find bowl of sugar that should be in it :/ #bakingfail",yes,no,NA
Let my daughter fly solo in the kitchen now its smells so bad #bakingfail,yes,no,NA
"So wax paper and parchment paper AREN'T the same thing. Found that out the hard way. Thanks, @Pinterest! #bakingfail",yes,no,NA
"Everyone should learn how to cook. If only enough to confidently say ""Is it suppose to look like that?""  #bakingfail #dontnapandbake",yes,no,NA
"Was going to have a cup of tea and a freshly made bun, but fuck it, I'm having a glass of wine now. #bakingfail",yes,no,NA
@Nick_S1988 I don't have enough ingredients or patience... #bakingfail,yes,no,NA
"Pumpkin pie 1, Corrie 0. #bakingfail #wasteoftime",yes,no,NA
Aaagh. When making half quantities of a pudding recipe it is important to halve ALL the ingredients...including the flour. #bakingfail,yes,no,NA
Word to the wise: don't forget the baking soda. #cakeintrash #sigh #bakingfail,yes,no,NA
"#Bakingfail I made a late night batch of Chocolate chip cookies, mistakenly used baking powder instead of baking soda.They are not very good",yes,no,CD
Tried icing sugarless 'biscuits'. They taste like pastry w icing on. Which is what they are. Will make flapjack early tomorrow. #bakingfail,yes,yes,alt
That awkward moment when @Grewal_M asks me what I use my baking sheet for... uhh duh to make maui ribs... #bakingfail #meenuhasalottoteachme,yes,no,NA
Who screws up oatmeal raisin cookies not once but twice ??? This girl #bakingfail,yes,no,NA
"Today's Fail:

Tried baking an apple tart with the @3RDEYEGIRL Logo on top.

It looks like a smiley face above a swastika....

#BakingFail",yes,yes,partial
"When making oatmeal raisin cookies, it's a good idea to make sure you have raisins. #bakingfail #chocolatechipoatmealcookies",yes,yes,alt
I tried to move my rustic strawberry crostata while it was still too warm and now it's even more rustic than it was before. #bakingfail,yes,yes,partial
so it turns out baking has weird results when you don't have a working scale... #bakingfail,yes,no,NA
RT @ThePhillyCo: Attempted vegan brownies -- let's just say the recipe will need some improvements! #bakingfail #veganfail #LentProblems,yes,yes,partial
Attempted vegan brownies -- let's just say the recipe will need some improvements! #bakingfail #veganfail #veganbaking #LentProblems,yes,yes,partial
@phickmb_1 its scientific.... I dont do science #bakingfail,no,NA,NA
This is the first time I've baked something and they've come out horribly wrong. I'm so upset #BakingFail,yes,no,NA
apparently adding confectioners sugar to heated peanut butter just makes the peanut butter harden more. Oops #bakingfail,yes,yes,CD
Raw easter loaf anyone? #bakingfail,yes,no,NA
That moment when the your experiences and the experiences of the person who wrote the recipe are completely different. #bakingFail,yes,no,NA
Ate too much cake mixture and now i dont have enough to bake my cake oops! #firstworldproblems #bakingfail,yes,yes,partial
@forfar_andrew It's the first time I've mad a cake that I fear is too tall to eat! #bakingfail,yes,yes,partial
Forgot about the cookies in the oven....  #bakingfail,yes,no,NA
Think my bin will be getting well fed tonight. #bakingfail,yes,no,NA
"@HuffPostFood Wow!!! We are going to attempt these, but we feel a #bakingfail coming on! #kitchennightmares #youvebeenwarned",yes,no,NA
"Just made lemon squares, but they turned out more like lemon wads. #bakingfail",yes,yes,alt
Just went from loaf cake to splat cake in about 1.4 seconds. #bakingfail #stilltastesgood #storyofmylife,yes,yes,alt
Correction: now midnight and burning cake. *sigh* Retiring from baking. #bakingfail #smokeinthekitchen,yes,no,NA
My corn bread is more like corn pudding #bakingfail,yes,yes,alt
We didnt all survive the war. Spatula you were a hearty soldier and dear kitchen-mate. Your death will be mourned by many. #bakingfail,no,no,CD
The cookies look like cookies but they taste like nothingness...with a slight hint of almond and cacao. I will eat them anyway #bakingfail,yes,yes,partial
Weird stuff happens when you swap coconut oil for butter whilst baking #bakingfail,yes,no,NA
Making tarte tatin. Forgot what I was doing and put the pastry in the dish first. Falling at first fence here. #bakingfail,yes,no,NA
