Me and pancakes...nope. They always burn. Little hockey puck bastards. #cookingfail,yes,no,NA
I don't think the base is cooking... If I order a pizza in do you reckon my brother would notice? #cookingfail,yes,no,NA
"Right, if I wanna cook the appliances need to be plugged in &gt;____&gt; #cookingfail",no,yes,perfect
"I just cooked some chicken to make nachos, only to discover that my cheese had gone bad. #CookingFail",yes,yes,partial
One day @ViNull is going to quit allowing me to try to make rice in the rice cooker. Because I fail. Every. Single. Time. #sigh #cookingfail,yes,no,NA
It turns out only adding half the milk needed for a sauce turns it into a burnt jelly.  #cookingfail,yes,no,NA
A riddle for the day: What is the solution to a terrible home cooked meal attempt?? A BIG GLASS OF WINE #WineIsAlwaysTheAnswer #CookingFail,yes,no,NA
I just made my first pork roast and it looks beautiful and smells amazing and OMG WHY IS LITERALLY ONLY HALF OF IT COOKED #cookingfail,yes,yes,partial
I really need to learn how to time my cooking have the veg ready 25 mins b4 the meat is a #cookingfail #stillyummy,yes,yes,CD
Tried to make kale chips but they turned out soggy. Resorted to twizzlers. It's the thought that counts right??? #healthyliving #cookingfail,yes,no,NA
So I'm cooking these red beans wondering why they are not boiling after 5 minutes and turns out I turned on the wrong burner. #CookingFail,yes,no,NA
"OUCH!!! RT @EatLikeULoveU: Used chilli, touched eyebrow, now eyebrow is on fire. #CookingFail",yes,no,NA
"I have some beef that needs slow cooking, but no tomato puree, chopped tomatos or red wine... Recipe ideas please! #cookingfail",yes,no,NA
"Home made burgers for dinner, but I burnt the kumara chips. I was very sad. #cookingfail #boundtohappeneventually",yes,yes,partial
"Attempted squash fries,then realized I bought yellow instead of butternut... #cookingfail",yes,yes,CD
Baked Panko breadcrumb-encrusted chicken doesn't taste like it has enough fat in it for me. Need to invest in a fryer. #cookingfail,yes,yes,partial
There are some things I just can't do. Like make omlettes. #cookingfail #eggs #kimieats,yes,yes,partial
Guy next to me smelt like burnt cheese on toast. #grim #cleaningfail #cookingfail,yes,no,NA
"I think I am going to ALWAYS start boiled eggs in cold water, thankyouverymuch.  #cookingfail",yes,no,NA
Don't think I could be any worse at cooking Thai food. #cookingfail,yes,no,NA
"When cooking dinner, must remember to turn the grill on #cookingfail",yes,no,NA
I made a crumble this afternoon but it tasted so baaad ! #cookingfail,yes,yes,partial
Note to self: there is such a thing as too many substitutions in a recipe & winging it isn't always good. #cookingfail #betterlucknexttime,yes,no,NA
Cooking duck in a kitchen without an extractor fan = bad idea #cookingfail #burntheplacedown,yes,yes,CD
Mon crumble a l'air super bon mais ressemble un peu à du caca #cookingfail,no,NA,NA
Trust me to buy the lamb shoulder that is too big for my slow cooker. #cookingfail,yes,no,NA
Eating some steel cut oats I bought at Costco last weekend. Not bad except I put in way too much salt. Blah!! #cookingfail,yes,yes,partial
So halb ist das Wahr. Zu 60% geht der Feuermelder an wen er Kocht xD Essen auch immer halb verbrannt #CookingFail,no,NA,NA
I have decided that rucola is not very good for making pesto. I just don't like it that much. #cookingfail,yes,no,NA
How do I not have Italian seasoning?!?!? #cookingfail,yes,no,NA
All I wanted was a brownie and I made them and they burnt  #cookingfail,yes,no,NA
So flames really do make a whooshing sound when they erupt from your stovetop.... #fail #cookingfail #notjustinthemovies #RealLifeStruggles,yes,no,NA
Adding sauce to chicken only to realise you forgot to cook the chicken with onion first. Damn it. #cookingfail,yes,no,NA
Why do my homemade burgers always end up like meatballs??? #neverstayflat #help #cookingfail,yes,yes,partial
"The one time I forget to spray the non-stick stuff on while cooking, everything spills out and sticks. #cookingfail",yes,yes,partial
"The #twitterverse made me burn my roasted almonds. Well, that's my line. #fail #cookingfail",yes,no,NA
"Oh, I get it. If you cut corners on a recipe out of laziness, it sucks. #domesticmanhattan #cookingfail",no,NA,NA
Accidentally added salt instead of sugar to my apple crumble.  The most revolting thing I've ever tasted.  #cookingfail,yes,no,NA
Stir fry is going to be ready only 5 minutes before the start of #AskAlanna.... #badtiming #cookingfail #ishouldntbeallowedinakitchen,yes,no,NA
Sushi takeout for dinner! #ilovetakeout #cookingfail #Foodiechats #vegetarian #glutenfree,yes,no,NA
Also vorhin dacht ich heut bahnt sich mein erster #cookingfail Aber vielleicht kann man es ja doch essen,no,NA,NA
My mom could trust me wayy too much sometimes haha #cookingfail,no,NA,NA
That moment you bite into your food & the middle is still cold. #rookiemove #notonmywatch #frozenfood #frozenfoodfail #fail #cookingfail,yes,yes,partial
"I can #cook chicken piccata shrimp etouffe, but the moment I try to make me a turkey burger I set off every alarm #cookingfail",yes,no,NA
Trying to make Manchurian chicken and I didn't realize corn flour and corn starch were two different things :| #cookingFAIL,yes,yes,CD
Rice cooker pancake is a success.  Penny is definitely excited.  Sucks that I forgot we were out of syrup  #cookingfail #goodjobmom,yes,yes,partial
Does the 5 second rule apply to food dropped in the sink? #cookingfail,yes,no,NA
"Everyone drops raw chicken on the floor on the floor when they're trying to cook, right? #whydoibother #cookingfail",yes,no,NA
Tried to make myself dinner #cookingfail,yes,no,NA
"Poached egg: 1, Alana: 0 #cookingfail #notshowingaphoto",yes,no,NA
Why are cans of cooking spray always so greasy??? Am I doing it wrong? #cookingfail,yes,no,NA
Never preheat an oven when you have dough rising in a plastic bowl in said oven.  #cookingfail #luckyididntburnthehousedown,yes,no,NA
Somehow I've put chilli powder in the corner of my eye socket and it is PAINFUL   #burn #chillipowder #cookingfail,yes,no,NA
Ever make something in the kitchen thinking it would be great then you take a bite and it's not? Yeah I did exactly that. #CookingFail,yes,yes,CD
Somehow managed to burn myself whilst using oven mitts #cookingfail,yes,no,NA
"Me rindo, es más fácil ir a magnolia bakery #cookingfail",no,NA,NA
Hmmm I wonder if anyone will notice I forgot the Italian herbs in the very Italian dish Spaghetti Bolognese! #CookingFail,yes,yes,partial
grabbed a jar with what I thought was caster sugar to put in whipped cream- baking soda isn't the same thing... #cookingfail,yes,no,NA
Anyone know where the garlic is? #Cooking for @deborahjjohnson ... #CookingFail,yes,no,NA
Recipe calls for evaporated milk.. I used sweet and condensed milk  maybe no one will notice? Here's to being hopeful  #cookingfail,yes,no,NA
"Aaaaaaand after all that, the custard was totally under done and not really edible. \o/ #cookingfail",yes,no,NA
"I don't always cook spaghetti, but when I do, I splash spaghetti sauce in my eye &amp; make it get all watery. Lol! #CookingFail",yes,yes,CD
"Why do I always tell myself that ""stir constantly while boiling"" is optional??!! #lumpsgalore #cookingfail",yes,no,NA
Turned the grill off and the oven up. I know how uncooked homemade burgers and burnt chips #cookingfail,yes,no,NA
If you roast chickpeas they become bullets. #cookingfail,yes,no,NA
That moment when you set water on the stove to boil and turn on the wrong burner and walk away. #cookingfail,yes,no,NA
Note to self: do not put cinnamon and cumin next to each other on the spice rack. P.S Spicy rice pudding #fail #cookingfail,yes,yes,alt
For the first time in years I'm having to recook my dinner cuz I hated what I first made! #cookingfail,yes,yes,perfect
9 lang daw players ng lasallesalle? Ows? Bilang ko 12! #cookingfail,no,NA,NA
"Forgot to clean the oven after the pizza mess last night.  Instead of smelling like lasagna, it smells like burnt crust.  #CookingFail",yes,yes,partial
Noooo! Just dropped all the udon noodles into the sink as I was draining them. They then slowly slide down the garbage disposal.#cookingfail,yes,no,NA
I should not be left unsupervised in the kitchen. Still suffering from chilli overdose in the pasta. I don't even like chilli #cookingfail,yes,yes,partial
Got burn marks allover!:-/ #cookingfail,yes,no,NA
Feel like i've just ate a lump of charcoal! #cookingfail #cookeryisntawordmarcus #winewillmakeitbetter,yes,yes,partial
Made a lovely sauce for supper :-) put it in a leaky jug :-( #cookingfail,yes,yes,perfect
About the 3rd time i've tried to use my grill and can I eck get both sides working! Should of used the griddle!! #cookingfail,yes,no,NA
Note to self too many whole black pepper corns can ruin a dish. #cookingfail,yes,no,NA
I really hope flour and corn starch are like the same things. And I can make this recipe without a 1/2 tsp of ginger... #cookingfail,yes,no,NA
burnt my rice #cookingfail,yes,no,NA
OUCH! Chilli burn on my eyelid = no fun :( #feelingtheburn #cookingfail,yes,no,NA
Lmao Mandy just sent me a snap of her zucchini pizza in her over... It was on fire  #FAIL #cookingfail,yes,no,NA
That moment when you realize your house is hot and smells funny because you left your oven on from dinner..#firehazard #cookingfail,yes,yes,CD
"Ugh, I hate it when I get 3/4 of the way through a recipe &amp; realize I'm missing a key ingredient. Glad walgreens is next door! #CookingFail",yes,no,NA
@AndiBell7 @PJAndrews6 now that's just cruel. I had a mushroom omelette. #CookingFail,yes,no,NA
"I think I just messed up brownies.  How does one do that?  
#cookingfail",yes,no,NA
"Welp, ordering a pizza. #cookingfail",no,yes,partial
Hand in the air as sliced a big sliver of thumb off  copying @jamesmartinchef slicing corn on the cob #cookingfail  #dinnerruined,yes,no,NA
Anyone know how to get the smell of burnt popcorn out of my house?  #CookingFail,yes,no,NA
"Welp, I guess my pre-birthday blowout dinner is gonna be some quinoa soup... #cookingfail",yes,yes,alt
"My teen daughter to me, ""I'm so used to the way you overcook chicken that when it's cooked right I think it's undercooked."" #fb #CookingFail",yes,yes,perfect
"@JDCortez_14 except that is olive oil, not vinegar. #cookingfail",yes,no,NA
I almost set my self on fire #cookingfail,yes,no,NA
Hold on. Are they actually cooking banana in brown sugar on Masterchef? Really? #celebritymasterchef #cookingfail,yes,no,NA
Chilli powder instead of cinnamon #cookingfail ...again!,yes,no,NA
"@DawnHardwick As a pose to my AWFUL microwave meal curry that was so bad I binned it and heated up a Ginsters slice instead.
#cookingfail ",yes,no,NA
I may have accidentally added turmeric to my baked Apples..... This could get interesting #cookingfail,yes,yes,alt
"Tonight I made a Pinterest recipe that wasn't really that good. Cream cheese, jalapeno &amp; bacon stuffed crescent rolls. #cookingfail",yes,yes,partial
Only I could go to university for 4 years and still be able to burn pasta #studentproblems #cookingfail,yes,no,NA
#lasttweet No tacos tonight. #CookingFail,yes,no,NA
There really is no clean or tidy way to eat tacos...I even googled it mid-meal #SalsaEverywhere #CookingFail #WifeInTraining #PilesOfWashing,no,NA,NA
Afternoon tweet for @MikeLoggs: I put too much celery in my shrimp salad #CookingFail #FWP,yes,yes,partial
Terletak gula instead of garam time nk goreng ikan..  #cookingfail,no,NA,NA
What happens when a cooked chicken cannonballs into a pot of hot liquid? What? What makes you think I would know the answer? #cookingfail,yes,no,NA
"Well, nothing like trying to cut the end of your finger off while cutting onions.  Best way to end the day, no? #cookingfail #ouch",yes,no,NA
Tried frying pre-smoked bacon. The result - a #BoilingBad styled disastrous dish! #cookingfail #bacon,yes,yes,CD
"Step #1 of making Rotel dip, actually having Rotel tomatoes....#CookingFail #VowellsRun",no,NA,NA
Im 20 years old and I still can't cook... just set the fire alarms off. #cookingfail,yes,no,NA
Garden peas and snow peas are NOT the same. #cookingfail,yes,no,NA
Action cooking. We nearly blew up the kitchen today and now everything is #SmokingBad #cookingfail,yes,no,NA
may have just fed partially cooked lobster to my whole family .. could have an interesting night ahead #cookingfail,yes,yes,partial
so I was making a sandwich and managed to get the bread tie in the middle of it. nice surprising twist there. #cookingfail #alishastruggles,yes,yes,partial
Wish I could cook like #rachaelray instead of somehow always impaling myself with a knife while chopping... #cookingfail #ouch,yes,no,NA
It is a surreal thing to look outside and realize that you are watching smoke billowing out of your own windows. #cookingfail,yes,no,NA
"Good job Amy... Had a roast ready to Putin the crockpot, only to realize I left my crockpot at work. #cookingfail",yes,no,NA
You know ur tired when you try to put the scissors in the freezer #cookingfail,no,NA,NA
"Not only am I not Julia, I’m not even Julie. #cookingfail",no,no,NA
Accidentally put too much chilli in my curry! :( #coles #recipe #coconut #cookingfail,yes,yes,partial
Hot N Spicey don't go well together! #BoilingBad #cookingfail #spaghettisauce,yes,yes,partial
Note to self - don't use gravy granules as a substitute to stock cubes when making pasta sauce #cookingfail,yes,no,NA
Nothing says refreshing like a steamy bowl of chili after a sweaty 3 mile run #cookingfail,yes,yes,CD
Banana pudding=bad. Safe to say my cooking skills have no improced with age. #southerfried #julia #cookingfail #norachelray,yes,no,NA
How did burning the fuck out of my hand get on my to do list for today? #ouch #cookingfail,yes,no,NA
That moment when the meal you've spent too long preparing turns out just... Shmeh. #cookingfail,yes,no,NA
I just added 1/3 cup of salt to my cherry delight. Good thing I tasted it before I served it #cookingfail,yes,no,NA
"I just need to accept that when a recipe says it's ""stupid easy"" I'm going to feel bad about myself. #cookingfail",yes,no,NA
@BrianGriffiths @TheLadyJane @kinyonallison @MbernadetteE I'm bad and usually buy it in the box #cookingfail,yes,yes,CD
Currently involved in an intense game of find the bay leave #cookingfail #bayleave #cooking,yes,no,NA
"Run for your lives, for we are cooking again! #BoilingBad #cookingfail",yes,no,NA
Great carbonara until I went back for seconds and realised I'd left the gas on #pastaomelette #cookingfail,yes,yes,perfect
Tried to make noodle soup with curry for dinner. Noodles are too starchy. #cookingfail,yes,yes,partial
"Mon fondant au chocolat est resté collé au plat, ma compote de bananes est trop liquide. La cuisine ne veut pas de moi. #cookingfail",no,NA,NA
Damn it no wonder this water was taking so long to boil! I turned the wrong burner down #cookingfail,no,NA,NA
Demmet luis how can you eat your burnt hotdogs! #cookingfail,yes,no,NA
@lilycoker_ Uh oh. What did you burn this time?? #cookingfail,yes,no,NA
Digging red peppers seeds out from under my top #cookingfail,yes,no,NA
Yet again my attempt at courgette spaghetti has resulted in ratatouille. Tasty but not what I was going for! #cookingfail,yes,yes,alt
When you make pancakes why is the first one always a dud? #cookingfail,yes,no,CD
But every time I try to make over easy eggs they always come out over medium #cookingfail,yes,yes,partial
"Whoops. Vital ingredient missing from the cupboard and chilli already on. Bye bye hubby, off to the shops you pop! #CookingFail",yes,no,NA
My risotto was not well received. The baby ate a bit ..... but he eats stones #cookingfail,yes,yes,partial
Duh moment: I'm waiting for the electric skillet to heat up... I'm waiting and waiting only to realize I forgot to plug it in. #cookingfail,yes,no,NA
Not sure couscous is meant to look like porridge. Hhmmmm #cookingfail #foodporn... #NOT,yes,yes,partial
@the_spicery Thanks. We’ve still got the last one to do! #cookingfail,no,NA,NA
Just managed to get chili powder in my eye. #ouch #cookingfail #ouch,yes,no,NA
I've been cooking for 33 yrs and wearing glasses for 35. Why can't I ever remember that they will fog up when I open the oven. #cookingfail,yes,no,NA
That tuna pasta i just cooked was so extremely salty ... i can drink an ocean now ! #cookingfail,yes,yes,partial
I now know why you must rinse your sushi rice #cookingfail,yes,yes,perfect
@Food52 Looking for a dinner idea? Can you suggest something not scary to a novice cook? #cookingfail #takeoutonspeeddial,yes,no,NA
Just realised that the last two chillis I've made accidently contained ground cinnamon instead of ground cumin. Feel sick #oops #cookingfail,yes,yes,alt
It's been 20 years since I last cooked Toad In The Hole and I've obviously lost the knack #cookingfail,yes,no,NA
@country__grl @BarbaraAngelo1 @stkhlder3 @leannrimes right?! She's as much of a cook as she is a mom. #cookingfail #stepmomfail,no,NA,NA
"First the quinoa burns.  Then, the almond milk literally exploded out of the pan.  Guess I'm eating cereal for breakfast... #cookingfail",yes,no,NA
Gut instinct told me that recipe was wrong! #cookingfail #cupcakebiscuits,yes,yes,alt
Spent all day cooking a new recipe...then slow cooker died a few hrs early! RIP gourmet dreams. #cookingfail,yes,no,NA
Just attempted to cook fresh gnocchi in the microwave - turns out melted gnocchi tastes just like potato soup #cookingfail,yes,yes,alt
"If a person that is drunk or stoned doesn't eat your food, you should consider that a #cookingfail.",yes,yes,CD
"I made brownies tonight. I haven't had a good brownie in years! Sadly, I still haven't.
#CookingFail",yes,yes,CD
First time using quinoa. Disaster ended up in bin #cookingfail,yes,no,NA
@SDSUfail Good thing I'm going to be a doctor and not a culinary chef. #cookingfail,yes,no,NA
I dislike when I am cooking and turn on the wrong burner and it takes a good 10 min for me to realize.... #cookingfail,yes,no,NA
"Being too scared to eat what you've cooked, so hiding it in the oven... Possible all time low #epicfail #cookingfail",yes,yes,CD
"If a recipe warns that if you don't follow the directions the milk will curdle, believe it. #cookingfail",yes,no,NA
Errrrm so who needs white sauce in a lasagne anyways?! #cookingfail #mayhaveforgotthatingredient :S,yes,yes,partial
One thing I always forget when cooking...defrost the meat. #hungry #cookingfail,yes,yes,alt
I somehow thought I could cook 38DDD chicken breasts like a B-cup. #fail #cookingfail,yes,no,NA
"Why is my water taking FOREVER to boil? Oh yeah, I turned on the wrong burner. #CookingFail #IHateElectricStoves",yes,no,NA
Should we make a new section for the most extreme disasters? Or is all of our cooking action cooking anyways? #cookingfail #boilingbad,yes,no,NA
Thank goodness you have a nice ass. RT @JDBowsher: I could burn water. #cookingfail,no,NA,NA
There is a reason I don’t cook very often.  I can’t even scramble eggs without leaving out a step.  #cookingfail,yes,no,NA
I could burn water. #cookingfail,yes,no,NA
"Burning your last grilled cheese sandwich is called variety, right? #cookingfail #grilledcheese #iamamanchild",yes,no,NA
"Ok seriously, with the amount I stir-fry you'd think I wouldn't run out of soy sauce ever.  Nope. #ugh #cookingfail",yes,no,NA
There will be a serious video fail coming up soon! #BoilingBad #cookingfail #HowNotTo,no,NA,NA
"Some people can burn microwavable popcorn, others (myself included) can create fire!

#CookingFail",yes,no,NA
Annnnnd my pasta tastes like dish soap :/ #cookingfail,yes,yes,partial
"Roasting Brussel sprouts for first time.... Smell so good, but leaves keep falling off  #cookingfail",yes,yes,partial
I just obliterated the porridge I was trying to make. #CookingFail #GoldilocksWantsItJustRight,yes,no,NA
I just made the worst bowl of pasta in the world #cookingfail,yes,yes,partial
I thought I'd try to prepare and cook a lobster for the first time tonight. Don't ask how it's going #cookingfail,yes,no,NA
Apparently you can't use rice milk to make pudding. 24 hours later it's still liquid :/ #cookingfail,yes,no,NA
I just burnt the carpet off lmao  #cookingfail,yes,no,NA
Zested a lemon today!!! ...and my thumb #whoops #cookingfail,yes,no,NA
Kay cut herself on a knife and Jay stabbed herself with a fork. That's the true @BoilingBad style! #cookingfail,yes,no,NA
Mistaking balsamic vinegar for soya sauce #cookingfail,yes,no,NA
I really don't think Nutella twists should be such a deep black #oops #cookingfail #startagain,yes,no,NA
One #Nutella disaster is coming up. It will probably make you go #facepalm all the way. #boilingbad #cookingfail,yes,no,NA
Hmm. #cookingfail The crust on my Crapaud en Croute is a bit overdone.,yes,yes,partial
"What was supposed to be soup has turned into some sort of weird casserole pasta thing with turnips &amp; pumpkin.
#cookingfail #toomuchwine",yes,yes,alt
Welcome to Cooking Tragedies with Dre. Today we learn how to cut off part of our finger while making mash. #travelwoes #cookingfail #ow,yes,no,NA
am an complete idiot today. mixed up me beef & pork so.. #cookingfail,yes,no,NA
You know it's been a long day when you pour lime cordial over your sweet potato instead of olive oil.....#cookingfail #tired #needwine,yes,no,NA
I was ready to make lentil soup...except to find out I don't have any lentils on hand!  #cookingfail,yes,no,NA
I have constructed a curry for dinner that smells amazing and at the same time tastes incredibly bland. #CookingFail,yes,yes,partial
How did I just get bolognese sauce on my sock? #CookingFail,yes,no,NA
Note to self... When cutting red peppers do not rub your eyes! OUCH! #cookingfail #Duh,yes,no,NA
Two things I can not cook no matter how hard I try: rice and grilled cheese! Not together. #nosense #cookingfail,yes,no,NA
"Baking Brownies,  oven broken,  Brownies ruined #cookingfail #brownies #buythemnexttime",yes,no,NA
"Seriously, what is the key to making homemade burgers stick together?! #cookingfail",yes,no,NA
@BoilingBad rule number 3: Always have fun while cooking! #cookingfail,yes,no,NA
Tried making icing with GreekYogurt cream-cheese...Doesn't work... #CookingFail #ReDo #MyRoomiesAreGracious& Forgiving #ThanksLadies,yes,yes,perfect
I thought I could make fried pickles. I was wrong. Lesson? Satisfy cravings in a restaurant. #cookingfail #LessonLearned,yes,no,NA
now my dinner is ruin .. too salty .. haihh #cookingfail,yes,no,NA
I just made some Chinese seaweed! I think its best left to the professionals. #CookingFail #BurntCabbage,yes,no,NA
A list of long updates is coming up in several hours. #boilingbad #cookingfail,yes,no,NA
I cant cook oatmeal... Am i really Carol Hart's daughter? #cookingfail,yes,no,NA
" bc of the novela, i forgot about the arroz #fml #cookingfail",no,NA,NA
My house smells like burnt mushrooms #cookingfail,yes,no,alt
I love when the power goes out just as you're getting ready to cook dinner. #blackout #cookingfail,yes,no,NA
Planned to have a boiled egg for lunch. Forgot what I was doing. Now have egg soup. #CookingFAIL,yes,yes,alt
"Not only does @Fabletics have great workout clothes, but their shipping bag doubles for covering up a burn in the shower #cookingfail",no,NA,NA
Splashed boiling water on my face whole putting pasta in #cookingfail #classact,yes,yes,CD
"Made a hard boiled egg, sliced it and of course, yolk goes spilling everywhere  #cookingfail",yes,yes,partial
AHHHH IT BURNS!!!! Pepper in the eye!! One of these days I'll learn! #cookingfail,yes,no,NA
"@tonibrust Oh, and cookingfail tonight. I made Spanish Rice that didn't turn the I wanted, but it's edible and has nothing you hate.",yes,yes,partial
So my 8 salmon fishcakes are how one mega fishcakes  hopefully it will still taste good #cookingfail #fitfam #90daysssplan,yes,no,partial
Just burnt my hand with hot oil  #ouch #cookingfail,yes,no,NA
"It's 9:15 pm, I'm mid-way through a recipe and am missing two ingredients.  #CookingFail #Bedtime",yes,no,NA
That time I microwaved an almost hard-boiled egg (after de-shelling it) and it exploded in my face :( #kitchennightmares #cookingfail,yes,no,NA
I feel like ovens conspire against me to burn pizzas  im not paranoid...how else do u explain it?!  #cookingfail,yes,no,NA
I want a baked potato. Now. Problem? I don't know how to make one. Gotta love middle of the night cravings. #PregnancyCravings #cookingfail,yes,no,NA
My pasta bake is all chewy. #cookingfail,yes,yes,partial
"So, thing won't cook if you put them on the wrong burner. #cookingfail",yes,no,NA
Why is asparagus only edible when @mrsnim_ktown makes it #notgood #cookingfail,yes,no,NA
@cassass_9 I can't tell if these potatoes are supposed to be mashed or not? #cookingfail,yes,no,NA
No one can make a pork butt sound appealing... #cookingfail,no,NA,NA
I'm so tired I cannot cook anymore I just put mac and cheese in the nuts together I also burnt the nuts #cookingfail,yes,yes,partial
You know what doesn't taste good? Burnt sweet potato chips. Here's hoping my roasted cauliflower turns out correctly! #cookingfail #oops,yes,no,NA
Accidentally poured hot cooking oil on my hand. #cookingfail #IWasOnlyHungry,yes,no,NA
"I attempted to cook with rabbit tonight. It was not, as they would say, a success. :( #cookingfail",yes,yes,CD
The disappointing moment you open the oven to get your food out &  realise although you turned it on you never put the food in #cookingfail,yes,no,NA
"Note to self: 
If you put red Chilli into your Thai GREEN curry it goes Orange! 
Thai Orange Curry anyone?
#CookingFail",yes,yes,alt
Got oil on my shirt. #cookingfail,yes,no,alt
I made waffles for breakfast and the only one that likes them is the dog. #cookingfail,yes,yes,CD
Note to self. .don't touch a hot stove burner and try to adjust it after u turn it on!! #stupidmoment #cookingfail #OUCH!!,yes,no,NA
So Adobo pork is not slathering pork in Adobo spice. Suggestions for what to do with pre-seasoned boneless ribs? #cookingFAIL,yes,no,NA
Well just about burned the house down. #cookingfail,yes,no,NA
Rule of thumb- don't touch your eyes after handling peppers and limes. SO much for being domestic #cookingfail #mommyfail,yes,yes,CD
Next #csa pick up from @harvestastoria today! Hope I do a better job using it up this time... #cookingfail #toomuchtakeout,yes,no,NA
I'm so bad at cooking that I literally forgot a pizza in the oven and completely burnt it.  #Fail #CookingFail,yes,no,NA
The water runs out every. freaking. time I boil carrots. #cookingfail #willieverlearn,yes,no,NA
Accidently burned chai #cookingfail,yes,no,NA
"That moment when your cooking, and you add waayyyyy to much salt #salty #realsalty #cookingfail #thatsonme",yes,no,NA
Note to self: always check for all ingredients before planning a multi-dish dinner. #cookingfail,yes,no,NA
"Correction. I am a grown up, 22 year old women, who cannot cook rice. #cookingfail",yes,no,NA
Sauteing chicory is so pedestrian. Get it together LINDSAY. #cookingfail.,yes,yes,alt
@hmward #cookingfail Sounds like something I would do. #UnDomestic,no,NA,NA
Drip pan? What's a drip pan #cookingfail #geasycounter #ooops,yes,no,NA
Une boîte de 6 œufs pour réussir un œuf poché. #normal #fail #cuisine #cookingfail,no,NA,NA
Mom passed out in the middle of making hardboil eggs. #eggplosion  #nothowiwantedtospendmynight #cookingfail #nightmare #smokehouse #smelly,yes,no,NA
Cut up jalapenos and then scratched my nose. #cookingfail #pain #wontstop #help #sospicy,yes,no,NA
I can't believe I burned my food in the microwave WHO DOES THAT?! #CookingFail,yes,no,NA
That moment when you ruin something you were really excited about cooking... #cookingfail #imgettingicecream,yes,no,NA
“@housewifeswag: I turned on my crock pot but forgot to plug it in. #2sick2function” I do that every time I use mine #cookingfail,yes,no,NA
Anyone have a contact who can fix an integrated fan oven? #cookingfail #appliance #oven #repairs,yes,no,NA
My @BlueApronMeals Corn Fritters are like fireworks in my kitchen! #cookingfail #poppingcorn #duckandcover,yes,yes,CD
My brother just cooked a cucumber thinking it was a courgette  #cookingfail,yes,no,NA
"Well @COCOonTHERADIO my attempt at making an omlette in a zip loc bag didn't ""pan out"" so to speak. #CookingFail",yes,no,NA
"Word of advice: wear gloves when chopping jalapeño peppers, or your hands will be on fire! #cookingfail",yes,no,NA
Okay so next time I will cook the radicchio before I eat it. The worst tasting thing ever!!!! #radicchio #bitter #ruined #cookingfail,yes,no,NA
The terror that comes from seeing flames outside of your grill #cookingfail,yes,no,NA
"Action cooking: #BoilingBad style stuffed peppers with rice, meat and veggies #cookingfail",yes,no,NA
"So um, I thought the base the frozen pizza came on was oven safe. It was plastic. #cookingfail",yes,no,NA
"Wondering what the really hard thing in my salad was: puled out the plastic fork they package with it.

#CookingFail",yes,yes,CD
"Potato box: ""Cover and simmer about 15 min, stirring frequently."" If this becomes a #cookingfail, I blame #poorinstructions. #getittogether",yes,no,NA
Some things I just shouldn't try to make from scratch...like empanada dough #cookingfail,yes,no,NA
I just set pasta on fire. I didn't even know that was possible #cookingfail,yes,no,NA
"We managed not to kill our guest last night! But another one will be coming this evening, so we still have the chance to do it! #cookingfail",yes,no,NA
